conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
58dfe05e-0891-4bbf-9bc1-2296a28cef30,eligibility,1,60,date/location error,"Can I register to vote using my college address, and if I do, will I still be able to vote by mail using my home address?",You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The assistant asserts online voter registration updates are available via OnlineVoterUpdate, but Maryland's official page for the 2026 gubernatorial elections indicates online updates are closed for that election and instructs updating on election day; it also omits the documented policy allowing a college residential address with a separate home mailing address for mail-in ballots."
75d14b8e-2eb2-4652-a32a-4a9fc4a03bbd,procedural,2,60,nuance/specificity gap,Are the hours the same for early voting?,"No. Early voting hours are set by each county and can vary by election. Check your county’s elections page or the Maryland State Board of Elections for the exact early voting schedule. If you tell me your county, I can help look up the specific hours.","The assistant claimed hours are set by each county and can vary; while Montgomery County documents show centers with 6am–9pm hours, the Maryland State Board of Elections indicates early voting centers generally operate 7am–8pm statewide for the 2026 primary, so the claim is only partially accurate."
75d14b8e-2eb2-4652-a32a-4a9fc4a03bbd,procedural,3,60,date/location error,What if I'm in line when the polls close? Will I still be able to vote?,"The Maryland pages you provided don’t specify what happens if you’re in line when polls close. They do show:

- In Montgomery County for the 2026 primary, polls open 7:00 AM and close 8:00 PM (hours may vary by election) [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632).

- Provisional voting rules and counting are described, but they don’t state line-by-line rules for voters who are in line at closing (provisional ballots are counted after the election if applicable) [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)[Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html).

For the exact policy in your county, please contact your local board of elections. If you share your county, I can look up the specific rule.","The assistant correctly stated 7:00 am–8:00 pm voting hours and that provisional ballots are counted, but falsely claimed there’s no line-at-closing rule; Maryland sources explicitly state that all voters in line at 8:00 pm may vote."
7ce31a0a-0bd2-42a1-99d4-1f87f6b79fb9,results_integrity,2,60,other,"What kind of training do poll workers receive, and how long does it typically last?","- Training: Mandatory and provided by your local board of elections; no prior experience is required. [Election Judge Application](https://elections.maryland.gov/get_involved/Election_Judge_Application.pdf)

- Duration: The materials do not specify how long the training lasts. For the exact length, contact your local board of elections. [Election Judge Application](https://elections.maryland.gov/get_involved/Election_Judge_Application.pdf)","The assistant’s claim that training is mandatory and no prior experience is required is supported by Maryland State Board of Elections pages, but the assertion that training duration isn’t specified is inaccurate; Montgomery County sources show two-stage training with hands-on sessions that vary by position, with most classes taking less than a day."
87ec73eb-f850-4a82-b215-e703c531d3a1,procedural,0,60,date/location error,Hey! Do you happen to know when the registration deadline is for the 2026 Gubernatorial Primary Election in Maryland?,"In Maryland, voter registration by mail must be postmarked no later than 21 days before the election. For the 2026 Gubernatorial Primary, that means the mail-in deadline is 21 days before the primary date (the exact date depends on the primary schedule) [Spanish Internet VRA](https://elections.maryland.gov/voter_registration/documents/Spanish_Internet_VRA.pdf).

You can also register online at vote.md.gov, though the specific online deadline isn’t stated in these sources [VRA Spanish](https://elections.maryland.gov/voter_registration/documents/VRA-Spanish.pdf).

For the exact primary date and the corresponding deadline, check the Maryland State Board of Elections calendar at elections.maryland.gov [Spanish Internet VRA](https://elections.maryland.gov/voter_registration/documents/Spanish_Internet_VRA.pdf).","The assistant correctly states the 21-day mail registration deadline and the June 23, 2026 primary date, but it incorrectly claims there is no online registration deadline in the sources; Maryland's Online Voter Registration FAQ confirms online registration must be submitted no later than 21 days before an election."
87ec73eb-f850-4a82-b215-e703c531d3a1,procedural,1,40,date/location error,What happens if I miss the registration deadline?,"If you miss the voter-registration deadline, you typically won’t be able to vote in that election. If you still go to vote, you would usually be offered a provisional ballot, which will be counted only after your eligibility is confirmed (you may need to provide ID or proof of address, depending on the situation) [Source 3, Source 4]. 

If you want to vote in future elections, you can register online via Maryland’s Online Voter Registration System (OLVR) or other registration methods discussed by the state [Introduction](https://elections.maryland.gov/voter_registration/index.html).","The response wrongly asserts that missing the registration deadline means you cannot vote that election; Maryland allows same-day registration during early voting and on Election Day, so that part is inaccurate, though the notes about provisional ballots and online registration (OLVR) are correct."
9c610e4a-3f9a-4bb1-a84a-777ebfc3df16,mail_in,1,60,date/location error,What if I forget to sign the return envelope?,"MD mail-in ballots must be returned by mail, a ballot drop box, or in person; there is no electronic return. If you forget to sign the return envelope, the sources do not specify the exact consequence—your local board of elections can advise you on next steps. You can contact your local board of elections for guidance (their contact info is on the Accessibility page). [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html) [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html) [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)","The claim that Maryland mail-in ballots must be returned by mail, ballot drop box, or in person and cannot be returned electronically is correct; however, the assertion that there is no specified consequence for forgetting to sign the ballot oath is incorrect—Maryland guidance states that if the oath is not signed, the local board will contact the voter and the voter can cure by providing a signed oath by 10 am on the second Friday after Election Day."
9d08964d-99ca-4b23-ad24-35fe90f2ad9e,mail_in,0,60,date/location error,Hey! Can you tell me what the deadline is to return my mail-in ballot for the 2026 Gubernatorial Primary Election?,The deadline is 8:00 p.m. on Election Day to return your mail-in ballot (by mail or in person) for the 2026 Gubernatorial Primary. [Mail In Ballot Application Spanish](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-Spanish.pdf),"The verified Maryland SBE pages show mail-in ballots must be postmarked by June 23, 2026 (and may be returned by hand/dropped off by 8 p.m. on Election Day), whereas the AI response stated a single 8:00 p.m. deadline for both mail and in-person returns, omitting the mail-by-date requirement."
9d08964d-99ca-4b23-ad24-35fe90f2ad9e,mail_in,1,25,date/location error,"Can I drop it off in person, or does it have to be mailed?",You can find your polling place using the official Maryland Polling Place Search tool here: https://voterservices.elections.maryland.gov/PollingPlaceSearch,"The assistant's reply only provided a polling place search link and did not address drop-off options; Maryland guidance allows returning mail-in ballots by mail, via official ballot drop boxes, or in person at a local board by 8:00 PM on Election Day (June 23, 2026), which the response did not mention."
9d08964d-99ca-4b23-ad24-35fe90f2ad9e,mail_in,3,20,date/location error,Where can I find the drop boxes to drop off my ballot?,You can find your polling place using the official Maryland Polling Place Search tool here: https://voterservices.elections.maryland.gov/PollingPlaceSearch,"The assistant pointed to the Polling Place Search for drop-off locations, but official ballot drop boxes are listed via Find Official Dropboxes on elections.maryland.gov and Montgomery County's drop box page; for the 2026 Gubernatorial Primary, drop boxes were available May 9, 2026 through 8:00 PM on June 23, 2026, at 58 Montgomery County drop boxes."
9e567325-03b8-47bd-b6d4-a0ee73f09380,results_integrity,0,40,nuance/specificity gap,"Hey, I'm curious about the technology used in Maryland for counting and securing ballots. What’s in place for that?","Maryland’s approach to counting and securing ballots centers on state-certified voting systems and independent testing.

Key points:
- Voting systems must be certified by the Maryland State Board of Elections (SBE) after independent testing conducted by the SBE, not by the vendor. The testing results, plus a recommendation from the State Administrator, go to the Board for a public vote on certification. [State Certification Testing for Voting Systems 2026- 2.9.2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134446808483)
- If a system includes a certified network component and an uncertified election-night component, only the certified portion is considered for certification, though SBE considers the overall viability of the entire system. [State Certification Testing for Voting Systems 2026- 2.9.2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134446808483)
- If the state is procuring a new voting system, only that chosen system will go through the certification testing. [State Certification Testing for Voting Systems 2026- 2.9.2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134446808483)
- The certification process involves an application (system identification, overview, and use in other jurisdictions) and follows a ~60-day timeline. [State Certification Testing for Voting Systems 2026- 2.9.2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134446808483)
- Legislation (SB670/HB1001) expanded oversight to the State Administrator, Deputy State Administrator, and Local Election Directors, and added requirements to notify local officials about designated challengers and watchers. This underscores governance and transparency in the process. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)

Overall framing: Maryland emphasizes secure, transparent operations through independent testing, formal certification, and strong oversight to ensure ballot counting is accurate and auditable. [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf)[State Certification Testing for Voting Systems 2026- 2.9.2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134446808483)

If you’d like, I can pull specific documents or sections to quote directly.","Your claims misstate who performs Maryland's voting-system testing (ITAs, not SBE staff) and reference a 60-day timeline that isn’t documented by Maryland sources; while SBE certifies systems after such testing, the assertions about partial component certification and SB670/HB1001 oversight language are not clearly supported by the cited sources."
9e567325-03b8-47bd-b6d4-a0ee73f09380,results_integrity,1,60,other,Are there any risks associated with this technology?,"For verified information, please see Maryland’s official Rumor Control page: https://elections.maryland.gov/press_room/rumor_control.html

Short answer: yes, there are risks inherent to voting technology, but Maryland has several safeguards designed to mitigate them.

Key risks and Maryland safeguards:
- Cybersecurity and software risks (bugs, vulnerabilities, tampering)
  - Maryland requires independent testing and state certification of voting systems. The State Board of Elections reviews testing results and the State Administrator’s recommendation before certification, and only certified components (including certified network elements) are used for official certification decisions. This reduces the chance of unvetted, risky systems being deployed. [State Certification Testing for Voting Systems 2026-2.9.2026]
- System integrity and governance risks (oversight, transparency)
  - Legislation (SB670/HB1001) expanded oversight to the State Administrator, Deputy State Administrator, and Local Election Directors, and added requirements to notify designated challengers and watchers. This strengthens governance and public accountability around how systems are used and monitored. [State Administrator's Report- May 28, 2026]
- Real-world process risks (human error, logistics)
  - There have been documented issues (e.g., absentee ballot printing errors) that can affect ballots. Maryland documents these events and works toward transparent notification and remediation to minimize voter impact. This is part of ongoing risk management and public accountability. [Delegate Long / related materials; Absentee ballot communications in May 2026 discussions]
- Accessibility and communication risks (misunderstanding or inaccessibility)
  - Public-facing materials are being updated for accessibility (WCAG 2.1 AA) to ensure information is perceivable and usable by all voters, reducing miscommunication risk. [State Administrator's Report- May 28, 2026]
- Assurance and verification posture
  - Maryland emphasizes secure, transparent operations through independent testing, formal certification, and oversight as described in official documents. [Ensuring Verification and Citizenship Integrity; State Certification Testing for Voting Systems 2026-2.9.2026]

If you’d like, I can pull specific quotes from these documents or point you to the exact sections that discuss risk and mitigation.","The answer correctly cites MD's use of independent testing and state certification for voting systems and notes a 2026 mail-in ballot printing error, but it includes claims (SB670/HB1001 oversight expansion and WCAG 2.1 AA accessibility) that aren't clearly supported by MD source pages on the required domains."
9e567325-03b8-47bd-b6d4-a0ee73f09380,results_integrity,3,60,other,That's reassuring to hear! How does Maryland ensure that the backup processes are effective and that voters are informed about them during an election?,"Maryland combines strong backup plans with proactive, clear voter communication. Key points:

- Backup design and testing
  - Uses defense-in-depth with redundancies to protect and restore systems during disasters or cyber-events. [Election Security](https://elections.maryland.gov/about/election_security.html)
  - If electronic results aren’t usable, paper ballots and paper-backed procedures are in place to generate official results. [Election Security](https://elections.maryland.gov/about/election_security.html)
  - For ballot scanning issues, there is a secure emergency ballot bin and replacement equipment can be deployed within about 2 hours while voting continues. [Election Security](https://elections.maryland.gov/about/election_security.html)
  - Voter registration backups include paper lists at polling places and provisional ballots. [Election Security](https://elections.maryland.gov/about/election_security.html)

- How effectiveness is ensured
  - Voting systems undergo independent testing and state certification before use; testing results and recommendations are reviewed by the State Board of Elections. [Election Security](https://elections.maryland.gov/about/election_security.html)
  - Public, open communications and transparency around election administration are emphasized by Maryland’s election officials. [MD State Administrator of Elections Addresses MisDisinformation of Nationalization of Elections](https://elections.maryland.gov/press_room/documents/2026/MD_State_Administrator_of_Elections_Addresses_MisDisinformation_of_Nationalization_of_Elections.pdf)

- How voters are informed during an election
  - Official channels and rumor-control efforts are used to provide accurate information and counter misinformation. [MD State Administrator of Elections Addresses MisDisinformation of Nationalization of Elections](https://elections.maryland.gov/press_room/documents/2026/MD_State_Administrator_of_Elections_Addresses_MisDisinformation_of_Nationalization_of_Elections.pdf)
  - After issues (e.g., mail-in ballot vendor problems), the state conducts targeted outreach to affected voters (postcards, emails, texts). [House_Admin_Response_06122026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2302864787989)
  - Public materials are being updated for accessibility (WCAG 2.1 AA) to ensure information is usable by all voters. [MD State Administrator of Elections Addresses MisDisinformation of Nationalization of Elections](https://elections.maryland.gov/press_room/documents/2026/MD_State_Administrator_of_Elections_Addresses_MisDisinformation_of_Nationalization_of_Elections.pdf)
  - Voters are given clear information on how to check whether their vote counted and who to contact for help. [Transcript: The Provisional Voting Process: An Overview](https://elections.maryland.gov/voting/provisional_voting_video_transcript.html)

If you’d like, I can pull exact quotes from these documents.","Most claims align with Maryland sources (defense-in-depth, paper-based fallback, emergency ballot bin and 2-hour replacement, independent testing, transparency, rumor control, WCAG accessibility, provisional voting overview), but the assertion that voter registration backups include provisional ballots and the specific claim of targeted outreach to affected voters via postcards/emails/texts are not explicitly documented in the cited official sources."
a2a7757a-05ba-4464-b51c-d878bbad5fb0,results_integrity,1,60,date/location error,What technology is used for counting the votes?,"- Maryland uses ballot marking devices (BMDs) to create marked ballots, which are then counted by ballot scanners. After you mark with a BMD, you print a ballot and the printed ballot is scanned for tabulation. [HowMDVotes BMD](https://elections.maryland.gov/voting/documents/HowMDVotes_BMD.pdf)

- Some systems have used barcodes on ballots to record votes for tabulation, which is controversial because barcodes aren’t verifiable by voters. Maryland’s discussions include alternatives that do not rely on barcodes. [SEB.comments.certification of 6.5.0.0](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2207610983005)

- Accessible BMDs are available (e.g., devices with audio, large print, Braille) to help voters with disabilities. There are options for marking ballots without barcodes, including devices from vendors like ES&S. [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632)[SEB.comments.certification of 6.5.0.0](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2207610983005)","The response correctly describes ballot marking device use with print-and-scan tabulation (supported by HowMDVotes_BMD.pdf) and notes accessible BMDs and ES&S involvement (supported by MD SBE materials); however, it falsely implies that ballots use barcodes to record votes for tabulation, whereas MD sources indicate QR barcodes on BMD-marked ballots are not used for tabulation and the barcode is only for ballot style/voter matching."
a2a7757a-05ba-4464-b51c-d878bbad5fb0,results_integrity,2,40,other,Are there observers present during the counting process to ensure everything is transparent?,"The materials you provided don’t specify observer rules for the counting/canvassing process in Maryland. If you want, I can look up the Maryland State Board of Elections’ official guidance on observers and how the counting is conducted.","The assistant claimed the provided materials didn’t specify observer rules, but Maryland SBE and Montgomery County election documents clearly describe observers (challengers, watchers) and public canvassing, so the claim is not supported by the verified sources."
acd47c7d-b741-47ca-a14b-d6ffacc4d113,eligibility,0,20,date/location error,"Hey, I was wondering if there’s a deadline for registering to vote in the primary election?","The exact primary registration deadline isn’t listed in the pages you provided. For the current year, check the Maryland State Board of Elections’ Registration information (in the Voting section on elections.maryland.gov). If you share the year and which primary, I can help pinpoint the date. [Introduction](https://elections.maryland.gov/voting/index.html)","The assistant stated that the primary registration deadline isn't listed, but the official Maryland State Board of Elections page for 2026 primary lists 'Deadline to Register to Vote Online or by Mail' as Tuesday, June 2, 2026 (with online/mail deadlines noted)."
afbcb00a-63fb-4e07-a82c-2cabddaadb0e,eligibility,0,40,date/location error,"I’ll be 18 on election day, but what about the primary? Can I still vote in that?","In Maryland, you must be 18 by the date of the primary to vote in that primary. If you’ll turn 18 on Election Day, you would not be eligible to vote in the upcoming primary. You can vote in the general election once you’re 18 and properly registered.

If you want, I can help you find the exact primary date and the registration deadline for your county.","The assistant claimed you must be 18 by the primary date to vote in the primary; Maryland rules actually allow voting in the primary if you will be 18 by the next general election (Nov 3, 2026), so turning 18 on the primary day (June 23, 2026) could still qualify, and there is a June 2, 2026 registration deadline with same-day registration available on Election Day."
afbcb00a-63fb-4e07-a82c-2cabddaadb0e,eligibility,1,65,date/location error,What if I turn 18 after the primary but before the general election? Can I still vote then?,"Yes. In Maryland you must be 18 by the date of the general election to vote in that general election. If you turn 18 after the primary but before the general election, you can vote in the general election—as long as you are registered and meet residency/eligibility requirements. You wouldn’t be eligible to vote in the primary if you’re not 18 by the primary date. If you’re not yet registered, you can register (e.g., via the Online Voter Registration System) before the general election. [Introduction](https://elections.maryland.gov/voter_registration/index.html)","The answer correctly states you must be 18 by the next general election to vote in the general and that you must be registered; however, it incorrectly claims you cannot vote in the primary if you’re not 18 by the primary date. Maryland allows 17-year-olds who will be 18 by the general election to vote in the primary (with party affiliation and certain ballot rules), per the 17 Year Olds guidance and the Maryland Voting Pocket Guide."
b37a1778-00f5-48d1-876b-c1df669cf0eb,edge_cases,3,60,date/location error,What happens if I miss the deadline to update my registration?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The answer correctly notes that online voter registration update exists, but it omits and does not address the consequences of missing the deadline (e.g., provisional ballots, late processing) and fails to provide the specific deadline details and late-update procedures described by Maryland's election authorities."
c31c99f6-7dd9-4eba-9f53-899b58cfd054,mail_in,2,60,date/location error,What happens if I miss the deadline to request a mail-in ballot?,"If you miss the mail‑in ballot request deadline, you won’t receive a mail‑in ballot for that election. You can still vote in person (during Early Voting or on Election Day), but you’ll cast a provisional ballot. Provisional ballots are counted only after election officials verify your eligibility and that you didn’t already vote. [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html) [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)","Missing the mail-in ballot request deadline correctly means you won’t receive a mail-in ballot and you can vote in person, with provisional ballots only required if you had already requested a mail-in ballot and then vote in person; otherwise, you would vote in person with a regular ballot."
