conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
292c1bae-f395-47b9-8b38-94bdd2090b9c,edge_cases,3,60,nuance/specificity gap,What should I do if I miss the deadline to get an ID before election day?,I don't have that information. I suggest contacting the Maryland State Board of Elections or your local election office for advice on what to do if you miss the deadline to obtain an ID before election day. They can provide you with the best options available for your situation.,"The assistant claimed it lacked information and suggested contacting authorities, but Maryland guidance shows specific options (e.g., provisional ballots and acceptable forms of ID) for first-time voters if ID is not available, which the response did not mention."
292c1bae-f395-47b9-8b38-94bdd2090b9c,edge_cases,4,60,other,Is there a way to confirm my identity without my ID on election day?,I don't have that information. I recommend reaching out to the Maryland State Board of Elections or your local election office to inquire about confirming your identity without an ID on election day. They will have the most accurate information regarding the procedures in place for such situations.,MD official guidance shows that some first-time voters must show ID (with the listed acceptable documents) and provisional ballots are available if ID isn’t provided; the assistant’s answer did not reflect these verified facts and instead deferred to contacting authorities.
29ca1829-06f5-4d8f-8679-10ade727a4d4,eligibility,2,0,other,"Can I register at the polls on Election Day, or do I need to register ahead of time?","Yes, you can register to vote at the polls on Election Day in Maryland. Maryland allows same-day registration, so you can register and vote on the same day. Just make sure to bring a valid form of identification that proves both your identity and your residency in Maryland. If you have any more questions about the process, feel free to ask!","The assistant claimed you can register to vote at the polls on Election Day and that Maryland allows same-day registration; Maryland’s official pages show same-day registration is available only during early voting (June 11–18, 2026 for the 2026 Gubernatorial Primary) and that you must be registered before Election Day to vote, with ID rules applying only in specific first-time-voter scenarios."
29ca1829-06f5-4d8f-8679-10ade727a4d4,eligibility,3,60,date/location error,What kind of identification do I need to bring for same-day registration?,"For same-day registration in Maryland, you need to bring a document that proves where you live. Acceptable forms of identification include:

- A Maryland driver's license or MVA ID card.
- A paycheck, bank statement, utility bill, or other government document that includes your name and current address.

Make sure the document is current, meaning it should be dated within three months of the election [Introduction](https://elections.maryland.gov/voter_registration/index.html)(https://elections.maryland.gov/voter_registration/index.html).","The assistant correctly lists acceptable documents to prove residence for Maryland same-day registration (e.g., MVA license/ID, paycheck, utility bill), but incorrectly claimed a 'three months' freshness requirement; Maryland sources do not specify a 3-month window for these documents."
29ca1829-06f5-4d8f-8679-10ade727a4d4,eligibility,4,40,date/location error,What if I don’t have any of those forms of ID? Can I still register and vote?,"If you do not have any of the acceptable forms of ID for same-day registration, you will not be able to register to vote on Election Day. It's important to bring a document that proves your identity and residency. If you find yourself in this situation, you might consider obtaining one of the acceptable forms of ID before the election or registering in advance during the early voting period or online. If you have further questions or need assistance, feel free to ask!",MD allows same-day registration during Early Voting or on Election Day with documents proving residence; the assistant’s claim that you cannot register to vote on Election Day if you lack ID is incorrect.
2a48e752-9338-4984-a41c-db8475117077,results_integrity,0,60,date/location error,"Hey, I’m curious, can I really trust the electronic voting machines we use here in Maryland?","Maryland has implemented electronic voting machines as part of its election process, and these machines are subject to a certification process to ensure their reliability and security. The State Board of Elections recently demonstrated a new voting system that is being considered for future elections, highlighting its functionality and ease of use. They also encourage public feedback on these systems to address any concerns.

While electronic voting machines are designed to be secure and efficient, it's always good to stay informed about the latest updates and improvements in voting technology. If you have specific concerns, you might consider reaching out to the Maryland State Board of Elections or checking their website for more detailed information on the security measures in place for electronic voting machines.","The assistant accurately states Maryland uses electronic voting machines and that they undergo federal and state certification, and references public testing; however it falsely claims a 'recently demonstrated a new voting system' by the State Board of Elections, whereas official sources indicate Maryland’s current system has been in use since 2016 and was not presented as 'new'."
2e9411ac-59db-4b54-8976-274a3fa61075,results_integrity,3,60,date/location error,How long does the counting process usually take after the polls close?,"The counting process in Maryland typically begins immediately after the polls close. However, the time it takes to report the final results can vary based on several factors, including the number of ballots cast, whether there are any issues with the ballots, and the efficiency of the counting equipment.

Generally, initial results are reported on election night, but these are often unofficial and may not include all mail-in ballots, which can take longer to process. Official results are usually certified a few weeks after the election, once all ballots, including mail-in and provisional ballots, have been counted and verified.

If you're looking for specific timelines for a particular election, you might want to check with the Maryland State Board of Elections or their official website for updates related to that election.","Incorrect: MD guidance shows counting does not begin immediately after polls close; provisional ballots are counted starting the 2nd Wednesday after Election Day and absentee/mail ballots are counted in canvasses over the following weeks, with unofficial results on election night reflecting in-person votes and official results certified after these canvasses."
3087a7a8-34e8-4b2e-b73b-d8ea1d651297,edge_cases,0,60,date/location error,"Hey, I recently changed my name but haven't updated my voter registration yet. Can I still vote in the upcoming election?","If you have changed your name but haven't updated your voter registration, you may still be able to vote, but you might need to vote provisionally. When you check in at the polling place, the election judge will explain the provisional voting process to you. Your eligibility will be reviewed by the local election board after Election Day to determine if your provisional ballot can be counted [Transcript: The Provisional Voting Process: An Overview](https://elections.maryland.gov/voting/provisional_voting_video_transcript.html)[Transcript: The Provisional Voting Process: An Overview](https://elections.maryland.gov/voting/provisional_voting_video_transcript.html). 

It's a good idea to update your voter registration with your new name as soon as possible to avoid any issues on Election Day. You can check your registration status and make updates through the Maryland State Board of Elections website.","The answer correctly notes that provisional ballots exist and that updating your name is advisable, but it overstates the likelihood of needing a provisional ballot due to a name change; Maryland guidance indicates you should vote under your former name and update your name after the election, so the claim that a provisional ballot might be required for a name-change scenario is not directly supported by the cited sources."
3087a7a8-34e8-4b2e-b73b-d8ea1d651297,edge_cases,1,60,date/location error,"Will my old name still be on the ballot, or will it show my new name if I update my registration?","If you update your voter registration with your new name before the election, your new name will be reflected on the voter authority card (VAC) you receive at the polling place. The ballot itself will not show your name; it will be anonymous, but your registration details will be updated in the system. If you do not update your registration, your old name may still be associated with your voter record, which could lead to complications when you check in to vote. It's best to ensure your registration is current to avoid any issues on Election Day.","The answer correctly notes that updating your name affects registration information and that ballots are anonymous, but it incorrectly refers to a 'Voter Authority Card' (VAC) issued at the polling place; Maryland/Montgomery sources describe a Voter Notification Card for registration updates and use VAC terminology only for provisional ballots, not as the general ballot card."
3087a7a8-34e8-4b2e-b73b-d8ea1d651297,edge_cases,4,60,date/location error,"If I update my registration and bring the right ID, will I face any issues voting on Election Day?","If you update your registration with your new name and bring the appropriate ID that matches your current name, you should not face any issues voting on Election Day. Having your registration updated ensures that your name is in the system, and presenting valid identification will help confirm your identity. 

However, it's always a good idea to check your voter registration status before Election Day to ensure everything is correct. If you encounter any issues at the polling place, you can ask the election judges for assistance, and they will guide you through the process.","The response incorrectly suggests no issues for updated registration, but Maryland requires ID for some first-time voters who registered by mail, so issues can arise; see official Maryland election pages on ID requirements and same-day registration."
35a0a9ca-18d6-4dd8-b1fd-dc9390bc43f5,procedural,0,60,date/location error,"Hey, I was wondering if I can vote by mail in the primary election and how I go about requesting a mail-in ballot?","Yes, you can vote by mail in the primary election in Maryland. To request a mail-in ballot, you can use the Maryland Mail-in Ballot Request Form. Here’s how you can do it:

1. **Eligibility**: Make sure you are registered to vote in Maryland. You can register or update your voter record at vote.md.gov/VoterSvcs.

2. **Requesting a Ballot**: You can request a mail-in ballot using the following methods:
   - **Online**: If you have a Maryland driver’s license or MVA-issued ID, you can request a ballot online at vote.md.gov/NeedBallot.
   - **By Mail or In Person**: You can print the Mail-in Ballot Request Form, fill it out, and return it to your local board of elections by mail, fax, or email. You can also drop it off in person.

3. **Deadlines**: Make sure to submit your request by the deadline. For the 2026 Primary Election, if you want to receive your ballot by mail or fax, you must submit your request by Tuesday, June 16, 2026. If you are returning your request by email or fax, the deadline is 11:59 PM on the same day.

4. **Receiving Your Ballot**: Once your request is processed, you will receive your ballot about 30-45 days before the election.

Make sure to check the specific instructions and deadlines to ensure your vote counts! If you need more details, you can refer to the Mail-in Ballot Application [here](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf) [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf).","The response correctly states mail-in voting is available and cites the 2026 primary deadlines (June 16 by mail or 11:59 PM online; June 23 final return), but incorrectly claims ballots are received 30–45 days before the election, which is not stated by official sources."
40c592f4-8390-4470-8697-7a54d55b09d8,procedural,0,60,other,What should I do if I run into any problems at my polling place?,"If you encounter any problems at your polling place, you can contact the local election officials for assistance. Additionally, you can text ""HELP"" to 77788 for support, which can provide information on resolving issues related to your voter registration, polling location, or voting process [MoCo Voter Guide for the 2026 Primary Election 02062026](local://2026-02/MoCo Voter Guide for the 2026 Primary Election 02062026.pdf).","The assistant correctly advises contacting election officials for help, but the claim about texting 'HELP' to 77788 is not supported by official Maryland/Montgomery sources; the actual Montgomery County channels are the 24-hour hotline 240-777-VOTE and the MCBOE main line 240-777-8500."
40c592f4-8390-4470-8697-7a54d55b09d8,procedural,1,40,date/location error,"Is there a hotline I can call for help, or are there other resources available if I need immediate assistance?","Yes, you can call the Maryland State Board of Elections at 1-866-361-8683 for immediate assistance. They can help with various voting-related issues. Additionally, you can text ""HELP"" to 77788 for support, which provides information on resolving problems related to voter registration, polling locations, or the voting process [MoCo Voter Guide for the 2026 Primary Election 02062026](local://2026-02/MoCo Voter Guide for the 2026 Primary Election 02062026.pdf).","The ID numbers and texting instruction in the response are partly incorrect (state hotline is 800-222-8683, not 1-866-361-8683; texting HELP to 77788 is not listed—CHECK to 77788 is the supported text), while Montgomery County’s 24-hour hotline is correctly stated as 240-777-VOTE (8683) and there is an Official Voter Guide/Sample Ballot page, though the exact referenced PDF name is not verifiable on official pages."
40c592f4-8390-4470-8697-7a54d55b09d8,procedural,4,60,date/location error,What happens if I miss the deadline to file a complaint?,"I can only answer questions about voting in Maryland for the 2026 elections. For information about other states or federal races, please visit vote.gov.","The assistant’s scope-limiting statement provides no factual information about the Maryland administrative complaint deadline; MD sources state that complaints must be filed within 60 days of the relevant event/knowledge, so the response omits a critical fact and is not aligned with verified rules."
5c27d08d-4158-4b77-82c6-ae50018366cb,mail_in,1,60,date/location error,Are there any restrictions for independent voters if they decide to register with a party just for the primary?,"Yes, if independent voters in Maryland decide to register with a party just for the primary election, they will be able to vote in that party's primary. However, once they register with a party, they will be considered affiliated with that party until they change their registration back to independent or to another party. This means they will not be able to vote in the primaries of other parties unless they switch their affiliation again. It's important to check the deadlines for changing party affiliation to ensure eligibility for the primary you wish to vote in.","Partially accurate: Maryland primaries require party affiliation to vote in that party's primary, and changes must be made before the deadline (e.g., Montgomery County's June 2, 2026 deadline); the response incorrectly implies independents can vote in a party's primary by 'registering with a party for the primary' without noting the need to actually change affiliation and the restriction on voting in multiple parties' primaries."
5c27d08d-4158-4b77-82c6-ae50018366cb,mail_in,3,60,date/location error,What happens if I miss the deadline to change my party affiliation?,"If you miss the deadline to change your party affiliation in Maryland, you will not be able to vote in that party's primary election. However, you can still vote in the general election as an independent voter or as a member of the party you were previously affiliated with, if applicable. 

To participate in future primaries, you would need to change your party affiliation before the next registration deadline for those elections. It's important to keep track of these deadlines to ensure your eligibility to vote in primaries. If you have further questions about your voting options, you might consider contacting your local Board of Elections for assistance.","The claim that missing the party-affiliation deadline prevents voting in that party's primary is not fully accurate, since Maryland allows party-affiliation changes during early voting or on Election Day and unaffiliated voters typically cannot vote in party primaries but can vote in the general election, with future primaries requiring updating affiliation by the next registration deadline."
5c27d08d-4158-4b77-82c6-ae50018366cb,mail_in,4,20,other,"If I decide to change my party affiliation but then want to switch back to independent after the primary, is there a waiting period I need to be aware of?","In Maryland, there is no waiting period to change your party affiliation back to independent after the primary election. You can change your party affiliation at any time, including immediately after the primary. However, keep in mind that if you change your affiliation back to independent, you will not be able to vote in the next primary election for that party unless you switch back again before the registration deadline for that primary. Always check the specific deadlines for registration changes to ensure you are eligible to vote in future elections.","The assistant claimed there is no waiting period to change party affiliation after the Maryland primary; official Maryland elections pages specify that changes are allowed except after the close of advanced voter registration, creating a waiting period until registration reopens after an election."
65b8649e-4777-4010-95bc-d56a88d5c0e3,results_integrity,1,40,nuance/specificity gap,Is there a hotline or website specifically for reporting voting issues?,I don't have that information. You could try visiting the Maryland State Board of Elections website or contacting your local board of elections for details on any hotlines or specific resources for reporting voting issues.,"Montgomery County and Maryland State Board of Elections pages show a 24-hour voter information hotline (e.g., 240-777-VOTE) and official contact numbers; the assistant's claim 'I don't have that information' is therefore inaccurate and omits readily available hotline resources."
65b8649e-4777-4010-95bc-d56a88d5c0e3,results_integrity,2,60,other,What kind of problems can I report if I encounter any issues while voting?,"I don't have that information. However, common issues voters might report include problems with voting machines, difficulties with ballot insertion, accessibility concerns, or discrepancies in ballot counting. For specific guidance, you might want to check with the Maryland State Board of Elections or your local election office.","The assistant claimed 'I don't have that information,' but Maryland's official site provides guidance on voting problems (provisional voting, accessibility, help contact options), so the assertion is inaccurate, though the suggested issue categories are broadly plausible."
6cb76277-e5a4-4c09-b768-c4d33cd6c527,mail_in,1,60,date/location error,When is the last day I can request a mail-in ballot for the 2026 primary?,I don't have that information regarding the last day to request a mail-in ballot for the 2026 primary. I suggest visiting the Maryland State Board of Elections website or reaching out to them directly for the specific deadlines related to mail-in voting.,"Verified sources show the deadlines (June 16 by mail/fax, June 19 online, and June 23 by 8 PM in person) for the 2026 primary mail-in ballot requests, but the assistant did not provide these and claimed it lacked the information."
6cb76277-e5a4-4c09-b768-c4d33cd6c527,mail_in,2,60,date/location error,What time do I need to return the mail-in ballot by on Election Day?,I don't have that information about the specific time by which you need to return your mail-in ballot on Election Day. I recommend checking the Maryland State Board of Elections website or contacting them for the exact deadline for returning mail-in ballots.,"The assistant correctly admitted it didn’t have the deadline, but it failed to provide the key fact; official sources state for the 2026 Gubernatorial Primary that mail-in ballots must be postmarked by June 23, 2026 or delivered by 8:00 PM on Election Day (June 23, 2026)."
6cb76277-e5a4-4c09-b768-c4d33cd6c527,mail_in,4,60,other,Is there any way to track my mail-in ballot once I've sent it in?,"Yes, you can track your mail-in ballot once you've sent it in. You can check the status of your request and your ballot at the Maryland State Board of Elections website at vote.md.gov/search [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf).","The claim that you can track a mail-in ballot is correct, but the specific tracking URL given (vote.md.gov/search) is not the official Maryland tracking page; Maryland's Track My Ballot is on elections.maryland.gov (linked to voterservices.elections.maryland.gov), and linking to the Mail-In Ballot Application PDF does not describe ballot status."
8ba04172-58b4-46ca-a170-e0cafb2d6f79,edge_cases,0,60,nuance/specificity gap,"Hey, I lost my voter ID card, and I'm wondering if I can still vote without it. What should I do?","In Maryland, you can still vote without your voter ID card. If you don't have your voter ID card, you can provide other forms of identification, such as a driver's license, state-issued ID, or another form of identification that includes your name and address. If you don't have any ID, you can still vote provisionally. This means you'll cast a provisional ballot, and your eligibility will be verified later by the local election board. 

It's a good idea to check with your local election office for specific guidance on what forms of ID are accepted and the provisional voting process. You can find more information on the Maryland State Board of Elections website or contact them directly.","Maryland rules require ID for certain first-time voters who registered by mail; the assistant correctly notes options for ID and provisional voting, but fails to mention the ID requirement specific to first-time mail registrants, making the answer only partially accurate."
8ba04172-58b4-46ca-a170-e0cafb2d6f79,edge_cases,4,60,other,What happens if my provisional ballot is not counted?,"If your provisional ballot is not counted, you will receive a notice explaining why it was not accepted. Common reasons for a provisional ballot not being counted include:

- You are not registered to vote.
- You did not provide the required identification or information.
- You voted in the wrong precinct.

You have the right to appeal the decision if you believe your ballot should have been counted. Additionally, you can check the status of your provisional ballot and find out the reason for its rejection by contacting your local election office or visiting the Maryland State Board of Elections website.

It's important to stay informed about your voting status and ensure that all necessary information is provided to avoid issues with your provisional ballot.","MD sources confirm provisional ballots are counted if eligible and that voters can check whether their ballot was counted and the reason via the voter look-up about 10 days after the election, but there is no explicit requirement or widely published process for a formal 'notice of rejection' or an 'appeal'—two claims in the answer are not supported by the official guidance."
8cbe9fcf-f951-45d6-9cd7-5d16bf5e2009,mail_in,0,62,date/location error,What should I do if my mail-in ballot doesn't show up in time?,"If your mail-in ballot doesn't arrive in time, you have a couple of options:

1. **Check the Status**: First, you can check the status of your mail-in ballot on the Maryland State Board of Elections website to see if it was mailed or if there are any issues.

2. **Vote Provisional Ballot**: If you do not receive your mail-in ballot in time to vote by mail, you can go to your polling place on Election Day and request to vote using a provisional ballot. This allows you to cast your vote, and election officials will verify your eligibility after Election Day [Transcript: The Provisional Voting Process: An Overview](https://elections.maryland.gov/voting/provisional_voting_video_transcript.html).

3. **Contact Election Officials**: If you're concerned about your ballot, you can also contact your local election office for assistance and guidance on what to do next.

Make sure to act quickly to ensure your vote is counted!","The assistant’s advice to check mail-in ballot status and to use provisional ballots aligns with official Maryland resources, and the deadlines referenced are broadly correct, but the specific claim that a missing mail-in ballot can or should be resolved by voting provisionally in person is not explicitly confirmed by the cited Maryland pages, making the overall accuracy partial."
921edc89-f007-424c-8ef5-9b1535beafa8,results_integrity,0,40,date/location error,"Hey, I'm curious — how often do they conduct audits of elections in Maryland?","In Maryland, monthly audits of voter registration data are conducted to verify compliance with federal and state laws governing voter registration. Additionally, there are comprehensive audits prepared for each election cycle, such as the updates for the 2026 election cycle mentioned in the reports [State Administrator's Report- March 26, 2026](local://2026-03/State Administrator's Report- March 26, 2026.pdf).","The answer asserts Maryland conducts monthly audits of voter registration data, which is not supported by official sources (VRARs are monthly statistics, not audits); post-election ballot audits occur after elections (automated and manual per the Ballot Audit Plan), but there is no evidence of recurring 2026-cycle 'updates' audits on the authorized sites."
921edc89-f007-424c-8ef5-9b1535beafa8,results_integrity,3,60,other,What happens if an audit reveals errors in the election results?,"If an audit reveals errors in the election results, the State Board of Elections would typically take corrective actions to address those discrepancies. This may involve further investigation into the errors, potential recounts, or adjustments to the official results as necessary to ensure accuracy. The specific procedures would depend on the nature and extent of the errors found during the audit. However, detailed procedures for handling such situations are not specified in the provided context. You might want to check the Maryland State Board of Elections website or contact them directly for more specific information on their protocols for addressing audit findings.",The answer asserts automatic corrective actions (recounts/adjustments) after an audit; Maryland sources describe post-election audits and recount procedures but do not state that audits automatically trigger such actions—procedures depend on the specifics and would be detailed by the SBE.
921edc89-f007-424c-8ef5-9b1535beafa8,results_integrity,4,20,date/location error,Can you tell me more about what kinds of errors might be found during an audit that would lead to corrections or recounts?,"I can only answer questions about voting in Maryland for the 2026 elections. For information about other states or federal races, please visit vote.gov.","The assistant did not address the asked topic about audit errors that lead to corrections or recounts and offered an unrelated scope limitation plus a redirect to vote.gov, providing no Maryland-specific audit error types described on elections.maryland.gov or montgomerycountymd.gov/elections."
93ce4aaa-5369-44de-b9fb-0a742bcdc5c8,mail_in,2,65,date/location error,"Is it too late to switch to in-person voting, or are there deadlines I should be aware of?",I don't have specific information about deadlines for switching to in-person voting in Maryland. I recommend checking with your local board of elections or visiting the Maryland State Board of Elections website for the most accurate and up-to-date information regarding deadlines and procedures. They can provide you with the necessary details to ensure your vote counts.,"The sources confirm there are specific mail-in ballot deadlines and in-person absentee voting options in Montgomery County/Maryland, but the AI answer did not provide those deadlines or explain how to switch from mail-in to in-person voting."
961bd47d-fc30-42f7-8353-34b15a31507c,edge_cases,2,40,other,"Is there a way to get notifications about polling place changes, or do I just need to check the website regularly?","Yes, you will receive notifications about any changes to your polling place. The local election officials mail notices to voters for every change in registration or polling place. This means you don't need to check the website regularly; you should receive updates directly by mail if there are any changes affecting you [MoCo Voter Guide for the 2026 Primary Election 02062026](local://2026-02/MoCo Voter Guide for the 2026 Primary Election 02062026.pdf).","The answer asserts that voters automatically receive mailed notices for polling place changes, but Montgomery County pages indicate changes are published online and via digital alerts (GovDelivery); there is no explicit guarantee of mailed notices for every polling place change."
9840f133-2721-4538-9c0f-4942f0fb1032,eligibility,0,60,date/location error,"Hey, I’m curious—do I need to show an ID to vote in Maryland? If so, what kind of IDs are accepted?","In Maryland, you do not need to show an ID to vote if you are already registered. However, if you are registering to vote during early voting or on election day, you must provide a document that proves where you live. Acceptable forms of ID include:

- A Maryland Motor Vehicle Administration (MVA) issued license or ID card
- A change of address card from the MVA
- A paycheck
- A bank statement
- A utility bill
- Any other government document that includes your name and address

If you have any further questions about voting or registration, feel free to ask! [Introduction](https://elections.maryland.gov/voter_registration/index.html)","The blanket claim that 'you do not need to show an ID to vote if you are already registered' is not fully accurate; Maryland law requires some first-time voters to show ID (either a photo ID or a document showing name and current address dated within 3 months), per official pages, so the answer omits an important exception."
9840f133-2721-4538-9c0f-4942f0fb1032,eligibility,2,50,other,How do I get a voter ID if I don’t have one?,"In Maryland, if you need a voter ID, you can obtain a Maryland Motor Vehicle Administration (MVA) issued ID or driver's license, which serves as a photo ID for voting. Here’s how you can get one:

1. **Visit the MVA**: Go to a local MVA branch. You may need to bring documents that prove your identity and residency.
2. **Provide Required Documents**: Bring documents such as a birth certificate, Social Security card, or any government-issued document that includes your name and address.
3. **Complete the Application**: Fill out the application for an ID or driver's license.
4. **Pay the Fee**: There may be a fee for obtaining an ID, but some individuals may qualify for a waiver.

If you don't need a photo ID but need to prove your residency for voting, you can use non-photo documents like utility bills or bank statements as mentioned earlier. If you have further questions or need assistance, feel free to ask! [Voter Registration Information](https://elections.maryland.gov/voter_registration/index.html)","The assistant correctly notes that Maryland allows using an MVA photo ID for voting and that some first-time voters may be asked to show ID, but it inaccurately lists birth certificates and Social Security cards as residency proof documents and asserts fees/waivers for obtaining an MVA ID without support from Maryland election sources."
9b1b7745-830f-42d3-8475-642156f4a712,edge_cases,0,60,other,"Hey, if I end up in the hospital and can’t vote in person, what options do I have to still make my voice heard?","If you find yourself in the hospital and unable to vote in person, you can still participate in the election by voting by mail. In Maryland, you can apply for a mail-in ballot, which allows you to cast your vote from your location. 

To apply for a mail-in ballot, you can text ""VBM"" followed by your zip code to 77788 (for example, ""VBM 20879"") to receive information on how to proceed. Make sure to apply for your mail-in ballot as early as possible to ensure you receive it in time to vote and return it by the election deadline [MoCo Voter Guide for the 2026 Primary Election 02062026](local://2026-02/MoCo Voter Guide for the 2026 Primary Election 02062026.pdf). 

If you have any further questions or need assistance, you can also text ""HELP"" to 77788 for additional information [MoCo Voter Guide for the 2026 Primary Election 02062026](local://2026-02/MoCo Voter Guide for the 2026 Primary Election 02062026.pdf).","The answer correctly states that mail-in voting is an option and that you can text VBM to 77788 (per Montgomery County material), but it includes an unsupported ZIP-code example ('VBM 20879') and an unsupported 'HELP' SMS instruction, and it cites a local PDF link not present on the allowed Maryland/election domains."
